time, interval
0:2:31.81999969482421875000 ,44
0:2:32.57500076293945312500 ,42
0:2:33.31999969482421875000 ,42
0:2:34.02999877929687500000 ,42
0:2:34.74000167846679687500 ,47
0:2:35.47998809814453125000 ,47
0:2:36.29000091552734375000 ,47
0:2:37.08499908447265625000 ,47
0:2:37.88000106811523437500 ,48
0:2:38.68000030517578125000 ,48
0:2:39.49499893188476562500 ,48
0:2:40.32500076293945312500 ,48
0:2:41.15000152587890625000 ,48
0:2:41.96500015258789062500 ,47
0:2:42.77999877929687500000 ,47
0:2:43.59000015258789062500 ,47
0:2:44.40499877929687500000 ,47
0:2:45.20000076293945312500 ,47
0:2:45.99000167846679687500 ,48
0:2:46.79000091552734375000 ,48
0:2:47.59000015258789062500 ,48
0:2:48.39500045776367187500 ,48
0:2:49.19499969482421875000 ,46
0:2:50.00500106811523437500 ,46
0:2:50.81499862670898437500 ,44
0:2:51.61500167846679687500 ,44
0:2:52.38499832153320312500 ,43
0:2:53.16500091552734375000 ,43
0:2:53.90000152587890625000 ,43
0:2:54.64500045776367187500 ,43
0:2:55.36500167846679687500 ,43
0:2:56.09500122070312500000 ,48
0:2:56.83499908447265625000 ,48
0:2:57.63000106811523437500 ,47
0:2:58.42499923706054687500 ,48
0:2:59.22499847412109375000 ,48
0:3:0.05499999970197677612 ,42
0:3:0.83499997854232788086 ,42
0:3:1.59500002861022949219 ,42
0:3:2.31999993324279785156 ,42
0:3:3.02500009536743164062 ,42
0:3:3.73499989509582519531 ,42
0:3:4.44500017166137695312 ,42
0:3:5.14499998092651367188 ,42
0:3:5.86499977111816406250 ,42
0:3:6.57000017166137695312 ,42
0:3:7.28499984741210937500 ,45
0:3:8.01500034332275390625 ,45
0:3:8.76000022888183593750 ,45
0:3:9.51000022888183593750 ,45
0:3:10.26500034332275390625 ,45
0:3:11.02999973297119140625 ,46
0:3:11.80500030517578125000 ,44
0:3:12.59000015258789062500 ,44
0:3:13.38000011444091796875 ,42
0:3:14.15499973297119140625 ,42
0:3:14.89999961853027343750 ,42
0:3:15.61499977111816406250 ,42
0:3:16.31999969482421875000 ,42
0:3:17.01499938964843750000 ,44
0:3:17.71999931335449218750 ,42
0:3:18.43499946594238281250 ,45
0:3:19.15999984741210937500 ,46
0:3:19.90999984741210937500 ,44
0:3:20.64999961853027343750 ,44
0:3:21.41500091552734375000 ,44
0:3:22.18499946594238281250 ,44
0:3:22.95999908447265625000 ,44
0:3:23.70499992370605468750 ,44
0:3:24.45000076293945312500 ,44
0:3:25.19499969482421875000 ,44
0:3:25.94000053405761718750 ,44
0:3:26.68000030517578125000 ,44
0:3:27.43499946594238281250 ,44
0:3:28.18000030517578125000 ,43
0:3:28.92000007629394531250 ,43
0:3:29.65500068664550781250 ,43
0:3:30.38500022888183593750 ,43
0:3:31.11499977111816406250 ,46
0:3:31.85499954223632812500 ,45
0:3:32.61500167846679687500 ,43
0:3:33.38499832153320312500 ,43
0:3:34.15499877929687500000 ,42
0:3:34.90999984741210937500 ,42
0:3:35.63499832153320312500 ,42
0:3:36.34999847412109375000 ,42
0:3:37.06499862670898437500 ,42
0:3:37.77500152587890625000 ,48
0:3:38.52500152587890625000 ,48
0:3:39.33000183105468750000 ,48
0:3:40.14500045776367187500 ,46
0:3:40.95999908447265625000 ,45
0:3:41.77000045776367187500 ,45
0:3:42.54499816894531250000 ,45
0:3:43.29499816894531250000 ,45
0:3:44.04499816894531250000 ,45
0:3:44.79000091552734375000 ,44
0:3:45.56499862670898437500 ,44
0:3:46.32500076293945312500 ,44
0:3:47.08499908447265625000 ,44
0:3:47.82500076293945312500 ,43
0:3:48.56000137329101562500 ,43
0:3:49.29499816894531250000 ,42
0:3:50.02000045776367187500 ,41
0:3:50.72000122070312500000 ,40
0:3:51.41999816894531250000 ,40
0:3:52.10499954223632812500 ,40
0:3:52.78499984741210937500 ,40
0:3:53.45500183105468750000 ,40
0:3:54.11999893188476562500 ,41
0:3:54.80500030517578125000 ,41
0:3:55.49000167846679687500 ,41
0:3:56.16500091552734375000 ,40
0:3:56.88000106811523437500 ,39
0:3:57.56000137329101562500 ,40
0:3:58.24499893188476562500 ,39
0:3:58.92499923706054687500 ,38
0:3:59.58499908447265625000 ,37
0:4:0.23999999463558197021 ,37
0:4:0.87999999523162841797 ,36
0:4:1.50499999523162841797 ,36
0:4:2.11500000953674316406 ,36
0:4:2.73499989509582519531 ,35
0:4:3.33500003814697265625 ,34
0:4:3.93499994277954101562 ,34
0:4:4.51999998092651367188 ,33
0:4:5.09999990463256835938 ,33
0:4:5.67000007629394531250 ,33
0:4:6.23500013351440429688 ,33
0:4:6.79500007629394531250 ,33
0:4:7.35500001907348632812 ,33
0:4:7.90999984741210937500 ,33
0:4:8.46000003814697265625 ,33
0:4:9.01500034332275390625 ,33
0:4:9.57499980926513671875 ,40
0:4:10.15999984741210937500 ,43
0:4:10.77499961853027343750 ,48
0:4:11.44499969482421875000 ,49
0:4:12.17000007629394531250 ,53
0:4:12.97999954223632812500 ,53
0:4:13.80500030517578125000 ,53
0:4:14.69999980926513671875 ,53
0:4:15.61499977111816406250 ,48
0:4:16.51000022888183593750 ,47
0:4:17.34000015258789062500 ,46
0:4:18.14500045776367187500 ,45
0:4:18.93499946594238281250 ,43
0:4:19.71500015258789062500 ,43
0:4:20.47500038146972656250 ,43
0:4:21.19000053405761718750 ,43
0:4:21.92000007629394531250 ,43
0:4:22.65999984741210937500 ,40
0:4:23.38999938964843750000 ,40
0:4:24.10499954223632812500 ,40
0:4:24.78000068664550781250 ,40
0:4:25.44000053405761718750 ,40
0:4:26.11499977111816406250 ,40
0:4:26.79000091552734375000 ,40
0:4:27.47500038146972656250 ,45
0:4:28.15500068664550781250 ,45
0:4:28.84499931335449218750 ,45
0:4:29.55500030517578125000 ,44
0:4:30.30500030517578125000 ,44
0:4:31.05999946594238281250 ,44
0:4:31.81999969482421875000 ,45
0:4:32.56000137329101562500 ,45
0:4:33.29000091552734375000 ,47
0:4:34.00500106811523437500 ,47
0:4:34.72499847412109375000 ,46
0:4:35.46500015258789062500 ,46
0:4:36.21500015258789062500 ,46
0:4:37.00999832153320312500 ,46
0:4:37.79999923706054687500 ,46
0:4:38.57500076293945312500 ,46
0:4:39.35499954223632812500 ,44
0:4:40.15499877929687500000 ,44
0:4:40.96500015258789062500 ,43
0:4:41.74000167846679687500 ,42
0:4:42.48500061035156250000 ,42
0:4:43.22000122070312500000 ,42
0:4:43.94499969482421875000 ,42
0:4:44.65999984741210937500 ,42
0:4:45.35499954223632812500 ,42
0:4:46.06499862670898437500 ,42
0:4:46.77000045776367187500 ,42
0:4:47.47999954223632812500 ,47
0:4:48.20500183105468750000 ,43
0:4:48.93500137329101562500 ,47
0:4:49.68500137329101562500 ,45
0:4:50.45999145507812500000 ,44
0:4:51.24499893188476562500 ,44
0:4:52.03499984741210937500 ,48
0:4:52.81999969482421875000 ,50
0:4:53.56999969482421875000 ,50
0:4:54.29000091552734375000 ,50
0:4:55.02500152587890625000 ,50
0:4:55.82500076293945312500 ,50
0:4:56.68500137329101562500 ,42
0:4:57.52500152587890625000 ,50
0:4:58.37500000000000000000 ,39
0:4:59.18500137329101562500 ,38
0:4:59.93000030517578125000 ,38
0:5:0.62999999523162841797 ,38
0:5:1.29499995708465576172 ,38
0:5:1.94000005722045898438 ,38
0:5:2.57999992370605468750 ,56
0:5:3.24000000953674316406 ,54
0:5:4.05499982833862304688 ,52
0:5:5.01499986648559570312 ,52
0:5:5.95499992370605468750 ,48
0:5:6.90000009536743164062 ,46
0:5:7.80999994277954101562 ,43
0:5:8.68500041961669921875 ,42
0:5:9.50000000000000000000 ,41
0:5:10.27000045776367187500 ,41
0:5:11.00000000000000000000 ,41
0:5:11.69999980926513671875 ,41
0:5:12.39000034332275390625 ,41
0:5:13.06999969482421875000 ,41
0:5:13.75500011444091796875 ,41
0:5:14.43999958038330078125 ,41
0:5:15.13500022888183593750 ,45
0:5:15.86499977111816406250 ,45
0:5:16.60499954223632812500 ,45
0:5:17.36499977111816406250 ,45
0:5:18.13500022888183593750 ,42
0:5:18.89999961853027343750 ,42
0:5:19.65999984741210937500 ,42
0:5:20.39999961853027343750 ,41
0:5:21.11499977111816406250 ,41
0:5:21.81999969482421875000 ,41
0:5:22.52000045776367187500 ,41
0:5:23.21500015258789062500 ,41
0:5:23.91500091552734375000 ,41
0:5:24.61000061035156250000 ,41
0:5:25.29999923706054687500 ,41
0:5:25.99500083923339843750 ,41
0:5:26.69000053405761718750 ,44
0:5:27.39999961853027343750 ,43
0:5:28.12999916076660156250 ,43
0:5:28.86000061035156250000 ,43
0:5:29.61499977111816406250 ,43
0:5:30.37000083923339843750 ,42
0:5:31.11499977111816406250 ,42
0:5:31.85499954223632812500 ,40
0:5:32.58499145507812500000 ,39
0:5:33.31000137329101562500 ,39
0:5:34.02500152587890625000 ,39
0:5:34.72499847412109375000 ,39
0:5:35.39500045776367187500 ,39
0:5:36.04999923706054687500 ,39
0:5:36.71500015258789062500 ,45
0:5:37.40999984741210937500 ,45
0:5:38.11999893188476562500 ,45
0:5:38.84999847412109375000 ,45
0:5:39.59500122070312500000 ,45
0:5:40.35499954223632812500 ,45
0:5:41.11999893188476562500 ,45
0:5:41.89500045776367187500 ,44
0:5:42.65499877929687500000 ,44
0:5:43.41500091552734375000 ,44
0:5:44.16500091552734375000 ,44
0:5:44.90499877929687500000 ,43
0:5:45.63499832153320312500 ,43
0:5:46.34999847412109375000 ,42
0:5:47.08499908447265625000 ,42
0:5:47.80500030517578125000 ,42
0:5:48.52000045776367187500 ,42
0:5:49.23500061035156250000 ,45
0:5:49.99499893188476562500 ,43
0:5:50.77500152587890625000 ,43
0:5:51.54499816894531250000 ,42
0:5:52.29499816894531250000 ,41
0:5:53.02000045776367187500 ,40
0:5:53.72000122070312500000 ,39
0:5:54.40999984741210937500 ,39
0:5:55.08000183105468750000 ,39
0:5:55.74000167846679687500 ,39
0:5:56.38999938964843750000 ,46
0:5:57.07500076293945312500 ,48
0:5:57.80500030517578125000 ,52
0:5:58.58000183105468750000 ,53
0:5:59.38499832153320312500 ,52
0:6:0.25499999523162841797 ,50
0:6:1.15999996662139892578 ,50
0:6:2.05500006675720214844 ,48
0:6:2.93000006675720214844 ,47
0:6:3.76500010490417480469 ,44
0:6:4.57999992370605468750 ,42
0:6:5.36499977111816406250 ,42
0:6:6.09999990463256835938 ,42
0:6:6.80499982833862304688 ,42
0:6:7.50000000000000000000 ,44
0:6:8.21500015258789062500 ,42
0:6:8.92500019073486328125 ,44
0:6:9.65999984741210937500 ,44
0:6:10.38000011444091796875 ,46
0:6:11.11499977111816406250 ,44
0:6:11.85499954223632812500 ,46
0:6:12.62500000000000000000 ,46
0:6:13.39500045776367187500 ,46
0:6:14.16499996185302734375 ,44
0:6:14.93500041961669921875 ,44
0:6:15.67500019073486328125 ,44
0:6:16.42000007629394531250 ,44
0:6:17.15999984741210937500 ,44
0:6:17.89999961853027343750 ,43
0:6:18.63999938964843750000 ,42
0:6:19.37000083923339843750 ,42
0:6:20.07999992370605468750 ,42
0:6:20.78000068664550781250 ,41
0:6:21.48500061035156250000 ,41
0:6:22.17499923706054687500 ,41
0:6:22.87000083923339843750 ,43
0:6:23.57500076293945312500 ,44
0:6:24.29999923706054687500 ,46
0:6:25.04500007629394531250 ,47
0:6:25.81999969482421875000 ,47
0:6:26.62500000000000000000 ,47
0:6:27.41500091552734375000 ,45
0:6:28.20000076293945312500 ,43
0:6:28.96500015258789062500 ,43
0:6:29.69499969482421875000 ,42
0:6:30.42000007629394531250 ,41
0:6:31.12999916076660156250 ,41
0:6:31.81999969482421875000 ,41
0:6:32.50500106811523437500 ,40
0:6:33.18999862670898437500 ,40
0:6:33.87500000000000000000 ,40
0:6:34.54999923706054687500 ,40
0:6:35.22499847412109375000 ,39
0:6:35.90000152587890625000 ,39
0:6:36.56499862670898437500 ,39
0:6:37.23500061035156250000 ,39
0:6:37.89500045776367187500 ,39
0:6:38.54499816894531250000 ,39
0:6:39.20000076293945312500 ,48
0:6:39.87500000000000000000 ,48
0:6:40.61000061035156250000 ,48
0:6:41.41999816894531250000 ,48
0:6:42.22999954223632812500 ,48
0:6:43.05500030517578125000 ,45
0:6:43.86500167846679687500 ,44
0:6:44.65999984741210937500 ,42
0:6:45.42499923706054687500 ,42
0:6:46.16500091552734375000 ,42
0:6:46.88000106811523437500 ,42
0:6:47.58499908447265625000 ,42
0:6:48.27999877929687500000 ,41
0:6:48.97999954223632812500 ,41
0:6:49.69499969482421875000 ,39
0:6:50.40999984741210937500 ,38
0:6:51.09999847412109375000 ,37
0:6:51.76499938964843750000 ,37
0:6:52.40000152587890625000 ,37
0:6:53.02999877929687500000 ,37
0:6:53.65000152587890625000 ,37
0:6:54.27999877929687500000 ,48
0:6:54.93500137329101562500 ,51
0:6:55.63999938964843750000 ,54
0:6:56.45000076293945312500 ,57
0:6:57.31000137329101562500 ,54
0:6:58.22000122070312500000 ,50
0:6:59.17499923706054687500 ,50
0:7:0.13500000536441802979 ,48
0:7:1.03999996185302734375 ,46
0:7:1.87999999523162841797 ,44
0:7:2.69000005722045898438 ,43
0:7:3.46000003814697265625 ,42
0:7:4.20499992370605468750 ,41
0:7:4.92999982833862304688 ,41
0:7:5.63000011444091796875 ,41
0:7:6.31500005722045898438 ,41
0:7:7.00000000000000000000 ,41
0:7:7.69000005722045898438 ,41
0:7:8.38000011444091796875 ,42
0:7:9.08500003814697265625 ,42
0:7:9.80000019073486328125 ,42
0:7:10.52999973297119140625 ,42
0:7:11.26000022888183593750 ,42
0:7:11.97000026702880859375 ,42
0:7:12.67000007629394531250 ,42
0:7:13.35999965667724609375 ,42
0:7:14.06499958038330078125 ,42
0:7:14.77000045776367187500 ,41
0:7:15.47999954223632812500 ,40
0:7:16.18499946594238281250 ,40
0:7:16.87500000000000000000 ,39
0:7:17.55500030517578125000 ,39
0:7:18.22999954223632812500 ,39
0:7:18.88999938964843750000 ,39
0:7:19.54999923706054687500 ,43
0:7:20.25000000000000000000 ,43
0:7:20.96999931335449218750 ,43
0:7:21.71999931335449218750 ,42
0:7:22.45000076293945312500 ,41
0:7:23.18499946594238281250 ,41
0:7:23.92499923706054687500 ,40
0:7:24.64500045776367187500 ,40
0:7:25.36000061035156250000 ,40
0:7:26.04500007629394531250 ,40
0:7:26.72500038146972656250 ,40
0:7:27.39500045776367187500 ,40
0:7:28.07999992370605468750 ,39
0:7:28.75000000000000000000 ,39
0:7:29.39999961853027343750 ,39
0:7:30.06500053405761718750 ,38
0:7:30.72500038146972656250 ,37
0:7:31.38500022888183593750 ,37
0:7:32.03499984741210937500 ,37
0:7:32.66999816894531250000 ,37
0:7:33.29499816894531250000 ,37
0:7:33.91999816894531250000 ,42
0:7:34.55500030517578125000 ,42
0:7:35.21500015258789062500 ,42
0:7:35.88499832153320312500 ,42
0:7:36.58499908447265625000 ,42
0:7:37.28499984741210937500 ,42
0:7:38.00999832153320312500 ,41
0:7:38.72499847412109375000 ,41
0:7:39.41999816894531250000 ,41
0:7:40.10499954223632812500 ,41
0:7:40.79000091552734375000 ,41
0:7:41.48500061035156250000 ,41
0:7:42.17499923706054687500 ,39
0:7:42.88499832153320312500 ,39
0:7:43.59500122070312500000 ,38
0:7:44.27999877929687500000 ,38
0:7:44.94499969482421875000 ,38
0:7:45.59000015258789062500 ,38
0:7:46.22000122070312500000 ,39
0:7:46.87500000000000000000 ,39
0:7:47.52500152587890625000 ,39
0:7:48.20999908447265625000 ,39
0:7:48.88499832153320312500 ,37
0:7:49.54999923706054687500 ,36
0:7:50.20000076293945312500 ,36
0:7:50.82500076293945312500 ,36
0:7:51.43999862670898437500 ,36
0:7:52.04499816894531250000 ,36
0:7:52.63999938964843750000 ,40
0:7:53.24499893188476562500 ,36
0:7:53.85499954223632812500 ,42
0:7:54.50500106811523437500 ,42
0:7:55.18500137329101562500 ,42
0:7:55.88999938964843750000 ,42
0:7:56.59000015258789062500 ,42
0:7:57.28499984741210937500 ,41
0:7:57.98500061035156250000 ,41
0:7:58.68999862670898437500 ,41
0:7:59.39500045776367187500 ,39
0:8:0.09000000357627868652 ,38
0:8:0.77499997615814208984 ,38
0:8:1.43499994277954101562 ,38
0:8:2.06999993324279785156 ,38
0:8:2.69000005722045898438 ,42
0:8:3.33999991416931152344 ,42
0:8:4.04500007629394531250 ,42
0:8:4.75500011444091796875 ,41
0:8:5.46000003814697265625 ,40
0:8:6.15999984741210937500 ,40
0:8:6.84499979019165039062 ,40
0:8:7.51999998092651367188 ,40
0:8:8.19499969482421875000 ,40
0:8:8.85999965667724609375 ,42
0:8:9.54500007629394531250 ,41
0:8:10.23999977111816406250 ,42
0:8:10.93999958038330078125 ,42
0:8:11.65999984741210937500 ,41
0:8:12.36999988555908203125 ,41
0:8:13.06999969482421875000 ,41
0:8:13.76500034332275390625 ,41
0:8:14.45499992370605468750 ,41
0:8:15.14999961853027343750 ,41
0:8:15.84500026702880859375 ,42
0:8:16.54500007629394531250 ,42
0:8:17.25499916076660156250 ,42
0:8:17.96500015258789062500 ,42
0:8:18.67499923706054687500 ,42
0:8:19.37999916076660156250 ,42
0:8:20.09499931335449218750 ,42
0:8:20.80999946594238281250 ,48
0:8:21.55999946594238281250 ,45
0:8:22.29999923706054687500 ,48
0:8:23.09000015258789062500 ,47
0:8:23.89500045776367187500 ,47
0:8:24.70499992370605468750 ,47
0:8:25.49500083923339843750 ,46
0:8:26.28000068664550781250 ,45
0:8:27.04999923706054687500 ,43
0:8:27.79999923706054687500 ,43
0:8:28.52499961853027343750 ,43
0:8:29.25000000000000000000 ,43
0:8:29.96999931335449218750 ,43
0:8:30.69499969482421875000 ,43
0:8:31.40999984741210937500 ,44
0:8:32.15999984741210937500 ,44
0:8:32.89500045776367187500 ,44
0:8:33.63000106811523437500 ,44
0:8:34.36999893188476562500 ,44
0:8:35.11500167846679687500 ,44
0:8:35.83499908447265625000 ,45
0:8:36.58499908447265625000 ,47
0:8:37.31999969482421875000 ,47
0:8:38.08000183105468750000 ,46
0:8:38.86999893188476562500 ,46
0:8:39.65499877929687500000 ,45
0:8:40.43500137329101562500 ,45
0:8:41.19499969482421875000 ,44
0:8:41.95000076293945312500 ,44
0:8:42.68500137329101562500 ,44
0:8:43.42499160766601562500 ,44
0:8:44.17499160766601562500 ,44
0:8:44.91999053955078125000 ,43
0:8:45.65999984741210937500 ,43
0:8:46.38999938964843750000 ,43
0:8:47.11999893188476562500 ,43
0:8:47.84500122070312500000 ,43
0:8:48.54999160766601562500 ,48
0:8:49.27500152587890625000 ,43
0:8:50.00000000000000000000 ,48
0:8:50.74499893188476562500 ,48
0:8:51.54999160766601562500 ,48
0:8:52.36000061035156250000 ,48
0:8:53.18000030517578125000 ,45
0:8:53.98500061035156250000 ,45
0:8:54.75999832153320312500 ,45
0:8:55.52500152587890625000 ,45
0:8:56.27000045776367187500 ,46
0:8:57.02000045776367187500 ,45
0:8:57.77500152587890625000 ,46
0:8:58.54999160766601562500 ,46
0:8:59.34000015258789062500 ,43
0:9:0.11500000208616256714 ,43
0:9:0.87999999523162841797 ,43
0:9:1.60500001907348632812 ,43
0:9:2.33500003814697265625 ,43
0:9:3.05999994277954101562 ,43
0:9:3.79998993873596191406 ,44
0:9:4.53000020980834960938 ,45
0:9:5.28999996185302734375 ,45
0:9:6.05999994277954101562 ,44
0:9:6.82499980926513671875 ,45
0:9:7.59999990463256835938 ,44
0:9:8.35999965667724609375 ,44
0:9:9.10499954223632812500 ,43
0:9:9.85000038146972656250 ,42
0:9:10.57999992370605468750 ,43
0:9:11.31499958038330078125 ,42
0:9:12.03999996185302734375 ,42
0:9:12.75500011444091796875 ,42
0:9:13.47000026702880859375 ,46
0:9:14.22000026702880859375 ,45
0:9:14.96500015258789062500 ,47
0:9:15.74499988555908203125 ,46
0:9:16.55999946594238281250 ,46
0:9:17.35000038146972656250 ,45
0:9:18.12000083923339843750 ,43
0:9:18.87000083923339843750 ,41
0:9:19.59000015258789062500 ,39
0:9:20.27499961853027343750 ,39
0:9:20.94000053405761718750 ,39
0:9:21.60000038146972656250 ,41
0:9:22.28000068664550781250 ,42
0:9:22.96999931335449218750 ,42
0:9:23.66999053955078125000 ,42
0:9:24.38500022888183593750 ,42
0:9:25.09499931335449218750 ,42
0:9:25.79999923706054687500 ,42
0:9:26.51499938964843750000 ,43
0:9:27.23500061035156250000 ,43
0:9:27.96500015258789062500 ,43
0:9:28.68499946594238281250 ,43
0:9:29.39999961853027343750 ,45
0:9:30.13500022888183593750 ,44
0:9:30.86499977111816406250 ,45
0:9:31.61499977111816406250 ,45
0:9:32.37500000000000000000 ,45
0:9:33.12500000000000000000 ,45
0:9:33.88999938964843750000 ,45
0:9:34.66500091552734375000 ,45
0:9:35.43500137329101562500 ,45
0:9:36.20000076293945312500 ,45
0:9:36.95500183105468750000 ,45
0:9:37.70999908447265625000 ,43
0:9:38.44499969482421875000 ,44
0:9:39.20000076293945312500 ,42
0:9:39.93000030517578125000 ,41
0:9:40.64500045776367187500 ,41
0:9:41.33000183105468750000 ,40
0:9:42.02000045776367187500 ,40
