time, interval
0:1:11.23999023437500000000 ,51
0:1:12.07999992370605468750 ,51
0:1:12.94499969482421875000 ,51
0:1:13.80000019073486328125 ,51
0:1:14.64999961853027343750 ,51
0:1:15.51000022888183593750 ,52
0:1:16.38999938964843750000 ,52
0:1:17.27499961853027343750 ,48
0:1:18.12999916076660156250 ,48
0:1:18.95000076293945312500 ,48
0:1:19.76499938964843750000 ,48
0:1:20.57999992370605468750 ,49
0:1:21.40999984741210937500 ,49
0:1:22.23999023437500000000 ,49
0:1:23.06999969482421875000 ,50
0:1:23.90500068664550781250 ,50
0:1:24.74500083923339843750 ,50
0:1:25.60000038146972656250 ,48
0:1:26.42499923706054687500 ,48
0:1:27.22500038146972656250 ,48
0:1:28.01499938964843750000 ,48
0:1:28.81999969482421875000 ,48
0:1:29.62999916076660156250 ,48
0:1:30.44499969482421875000 ,48
0:1:31.25499916076660156250 ,48
0:1:32.06499862670898437500 ,49
0:1:32.89500045776367187500 ,49
0:1:33.72000122070312500000 ,49
0:1:34.53499984741210937500 ,49
0:1:35.36000061035156250000 ,49
0:1:36.18500137329101562500 ,49
0:1:37.02000045776367187500 ,47
0:1:37.84999847412109375000 ,47
0:1:38.64500045776367187500 ,47
0:1:39.42499923706054687500 ,51
0:1:40.20999908447265625000 ,47
0:1:41.00000000000000000000 ,51
0:1:41.81999969482421875000 ,50
0:1:42.65999984741210937500 ,50
0:1:43.50500106811523437500 ,50
0:1:44.36000061035156250000 ,50
0:1:45.22000122070312500000 ,49
0:1:46.06499862670898437500 ,50
0:1:46.91500091552734375000 ,49
0:1:47.75500106811523437500 ,49
0:1:48.57500076293945312500 ,49
0:1:49.40499877929687500000 ,51
0:1:50.25500106811523437500 ,51
0:1:51.11000061035156250000 ,51
0:1:51.95999908447265625000 ,51
0:1:52.79999923706054687500 ,51
0:1:53.65499877929687500000 ,51
0:1:54.52500152587890625000 ,47
0:1:55.36500167846679687500 ,47
0:1:56.17499923706054687500 ,47
0:1:56.96500015258789062500 ,47
0:1:57.75000000000000000000 ,51
0:1:58.54999923706054687500 ,48
0:1:59.36500167846679687500 ,51
0:2:0.20000000298023223877 ,50
0:2:1.04499995708465576172 ,51
0:2:1.89999997615814208984 ,51
0:2:2.76999998092651367188 ,49
0:2:3.63499999046325683594 ,49
0:2:4.46999979019165039062 ,48
0:2:5.29500007629394531250 ,47
0:2:6.11499977111816406250 ,47
0:2:6.92500019073486328125 ,47
0:2:7.71999979019165039062 ,47
0:2:8.51000022888183593750 ,47
0:2:9.29500007629394531250 ,47
0:2:10.08500003814697265625 ,48
0:2:10.89000034332275390625 ,48
0:2:11.69999027252197265625 ,48
0:2:12.51000022888183593750 ,48
0:2:13.32499027252197265625 ,49
0:2:14.14999961853027343750 ,49
0:2:14.97500038146972656250 ,49
0:2:15.81000041961669921875 ,48
0:2:16.62500000000000000000 ,48
0:2:17.44000053405761718750 ,48
0:2:18.23999977111816406250 ,48
0:2:19.03499984741210937500 ,47
0:2:19.84000015258789062500 ,48
0:2:20.62000083923339843750 ,49
0:2:21.42000007629394531250 ,48
0:2:22.23500061035156250000 ,49
0:2:23.06500053405761718750 ,49
0:2:23.89999961853027343750 ,48
0:2:24.72500038146972656250 ,48
0:2:25.53000068664550781250 ,48
0:2:26.32999992370605468750 ,48
0:2:27.12999916076660156250 ,48
0:2:27.95000076293945312500 ,45
0:2:28.76499938964843750000 ,44
0:2:29.54500007629394531250 ,42
0:2:30.29000091552734375000 ,42
0:2:31.04500007629394531250 ,42
0:2:31.79500007629394531250 ,42
0:2:32.54499816894531250000 ,42
0:2:33.29000091552734375000 ,42
0:2:34.00000000000000000000 ,42
0:2:34.70999908447265625000 ,47
0:2:35.45000076293945312500 ,47
0:2:36.26499938964843750000 ,47
0:2:37.06000137329101562500 ,47
0:2:37.84999847412109375000 ,48
0:2:38.65000152587890625000 ,48
0:2:39.47000122070312500000 ,48
0:2:40.29499816894531250000 ,48
0:2:41.11999893188476562500 ,48
0:2:41.93500137329101562500 ,48
0:2:42.75000000000000000000 ,48
0:2:43.56499862670898437500 ,48
0:2:44.36999893188476562500 ,48
0:2:45.16999816894531250000 ,48
0:2:45.95999908447265625000 ,48
0:2:46.76499938964843750000 ,48
0:2:47.56499862670898437500 ,48
0:2:48.36500167846679687500 ,47
0:2:49.16500091552734375000 ,46
0:2:49.97999954223632812500 ,46
0:2:50.79000091552734375000 ,44
0:2:51.58499908447265625000 ,44
0:2:52.35499954223632812500 ,43
0:2:53.13499832153320312500 ,43
0:2:53.86999893188476562500 ,43
0:2:54.61500167846679687500 ,43
0:2:55.34000015258789062500 ,43
0:2:56.06999969482421875000 ,48
0:2:56.81000137329101562500 ,48
0:2:57.59999847412109375000 ,48
0:2:58.40000152587890625000 ,48
0:2:59.20000076293945312500 ,48
0:3:0.02500000037252902985 ,42
0:3:0.80500000715255737305 ,42
0:3:1.56500005722045898438 ,42
0:3:2.28999996185302734375 ,42
0:3:2.99499988555908203125 ,42
0:3:3.71000003814697265625 ,42
0:3:4.41499996185302734375 ,42
0:3:5.11999988555908203125 ,42
0:3:5.83500003814697265625 ,42
0:3:6.53999996185302734375 ,42
0:3:7.25500011444091796875 ,46
0:3:7.98500013351440429688 ,47
0:3:8.73499965667724609375 ,45
0:3:9.47999954223632812500 ,46
0:3:10.23999977111816406250 ,45
0:3:11.00000000000000000000 ,44
0:3:11.77999973297119140625 ,42
0:3:12.56499958038330078125 ,42
0:3:13.35499954223632812500 ,42
0:3:14.13000011444091796875 ,42
0:3:14.86999988555908203125 ,42
0:3:15.58500003814697265625 ,42
0:3:16.29000091552734375000 ,42
0:3:16.98999977111816406250 ,42
0:3:17.69499969482421875000 ,42
0:3:18.40500068664550781250 ,46
0:3:19.12999916076660156250 ,45
0:3:19.87999916076660156250 ,44
0:3:20.62500000000000000000 ,44
0:3:21.38500022888183593750 ,44
0:3:22.15999984741210937500 ,44
0:3:22.93000030517578125000 ,44
0:3:23.67499923706054687500 ,44
0:3:24.42499923706054687500 ,44
0:3:25.17000007629394531250 ,44
0:3:25.90999984741210937500 ,44
0:3:26.65500068664550781250 ,44
0:3:27.40500068664550781250 ,44
0:3:28.14999961853027343750 ,43
0:3:28.88999938964843750000 ,43
0:3:29.62500000000000000000 ,43
0:3:30.35499954223632812500 ,43
0:3:31.08499908447265625000 ,46
0:3:31.82500076293945312500 ,45
0:3:32.58499908447265625000 ,43
0:3:33.35499954223632812500 ,43
0:3:34.12500000000000000000 ,42
0:3:34.88000106811523437500 ,42
0:3:35.61000061035156250000 ,42
0:3:36.32500076293945312500 ,42
0:3:37.03499984741210937500 ,42
0:3:37.75000000000000000000 ,48
0:3:38.50000000000000000000 ,48
0:3:39.29999923706054687500 ,48
0:3:40.11500167846679687500 ,46
0:3:40.93000030517578125000 ,45
0:3:41.74000167846679687500 ,45
0:3:42.51499938964843750000 ,45
0:3:43.26499938964843750000 ,45
0:3:44.02000045776367187500 ,45
0:3:44.76499938964843750000 ,44
0:3:45.53499984741210937500 ,44
0:3:46.29499816894531250000 ,44
0:3:47.05500030517578125000 ,44
0:3:47.79499816894531250000 ,43
0:3:48.53499984741210937500 ,42
0:3:49.27000045776367187500 ,41
0:3:49.99000167846679687500 ,40
0:3:50.69499969482421875000 ,40
0:3:51.39500045776367187500 ,40
0:3:52.08000183105468750000 ,40
0:3:52.75500106811523437500 ,40
0:3:53.43000030517578125000 ,40
0:3:54.09000015258789062500 ,41
0:3:54.77999877929687500000 ,41
0:3:55.46500015258789062500 ,41
0:3:56.13999938964843750000 ,41
0:3:56.84999847412109375000 ,41
0:3:57.53499984741210937500 ,41
0:3:58.21500015258789062500 ,40
0:3:59.56000137329101562500 ,37
0:4:0.20999999344348907471 ,36
0:4:0.85000002384185791016 ,35
0:4:1.47500002384185791016 ,35
0:4:2.08500003814697265625 ,36
0:4:2.70499992370605468750 ,34
0:4:3.30999994277954101562 ,34
0:4:3.90499997138977050781 ,34
0:4:4.48999977111816406250 ,33
0:4:5.07000017166137695312 ,33
0:4:5.63999986648559570312 ,33
0:4:6.21000003814697265625 ,33
0:4:6.76999998092651367188 ,33
0:4:7.32499980926513671875 ,33
0:4:7.88000011444091796875 ,33
0:4:8.43500041961669921875 ,33
0:4:8.98499965667724609375 ,33
0:4:9.55000019073486328125 ,40
0:4:10.13000011444091796875 ,43
0:4:10.74499988555908203125 ,48
0:4:11.42000007629394531250 ,49
0:4:12.14000034332275390625 ,54
0:4:12.95499992370605468750 ,53
0:4:13.77499961853027343750 ,49
0:4:14.67500019073486328125 ,49
0:4:15.59000015258789062500 ,48
0:4:16.47999954223632812500 ,47
0:4:17.30999946594238281250 ,47
0:4:18.11499977111816406250 ,45
0:4:18.89999008178710937500 ,44
0:4:19.68499946594238281250 ,44
0:4:20.44499969482421875000 ,43
0:4:21.15999984741210937500 ,43
0:4:21.89500045776367187500 ,43
0:4:22.62999916076660156250 ,40
0:4:23.36000061035156250000 ,40
0:4:24.07999992370605468750 ,40
0:4:24.75499916076660156250 ,40
0:4:25.41500091552734375000 ,40
0:4:26.08498954772949218750 ,40
0:4:26.76499938964843750000 ,40
0:4:27.44499969482421875000 ,40
0:4:28.12500000000000000000 ,44
0:4:28.81999969482421875000 ,45
0:4:29.53000068664550781250 ,44
0:4:30.27499008178710937500 ,44
0:4:31.03499984741210937500 ,44
0:4:31.79000091552734375000 ,44
0:4:32.52999877929687500000 ,45
0:4:33.26499938964843750000 ,47
0:4:33.97499847412109375000 ,47
0:4:34.69499969482421875000 ,46
0:4:35.43500137329101562500 ,46
0:4:36.18500137329101562500 ,46
0:4:36.98500061035156250000 ,46
0:4:37.77000045776367187500 ,46
0:4:38.54499816894531250000 ,46
0:4:39.32500076293945312500 ,44
0:4:40.12500000000000000000 ,44
0:4:40.93500137329101562500 ,43
0:4:41.70999145507812500000 ,42
0:4:42.45500183105468750000 ,42
0:4:43.18999862670898437500 ,42
0:4:43.91500091552734375000 ,42
0:4:44.63000106811523437500 ,42
0:4:45.32500076293945312500 ,42
0:4:46.03499984741210937500 ,42
0:4:46.74000167846679687500 ,42
0:4:47.45000076293945312500 ,46
0:4:48.17499923706054687500 ,47
0:4:48.90999984741210937500 ,47
0:4:49.65999984741210937500 ,44
0:4:50.43000030517578125000 ,43
0:4:51.22000122070312500000 ,43
0:4:52.00999832153320312500 ,43
0:4:52.79499816894531250000 ,43
0:4:53.54000091552734375000 ,43
0:4:54.26499938964843750000 ,43
0:4:54.99499893188476562500 ,50
0:4:55.79999923706054687500 ,50
0:4:56.65499877929687500000 ,44
0:4:57.49499893188476562500 ,50
0:4:58.34500122070312500000 ,42
0:4:59.15499877929687500000 ,39
0:4:59.90000152587890625000 ,38
0:5:0.60000002384185791016 ,38
0:5:1.26499998569488525391 ,38
0:5:1.90999996662139892578 ,38
0:5:2.55500006675720214844 ,56
0:5:3.20999002456665039062 ,56
0:5:4.02500009536743164062 ,56
0:5:4.98500013351440429688 ,52
0:5:5.92000007629394531250 ,56
0:5:6.86999988555908203125 ,49
0:5:7.78000020980834960938 ,46
0:5:8.64999961853027343750 ,43
0:5:9.47000026702880859375 ,42
0:5:10.23999977111816406250 ,41
0:5:10.97000026702880859375 ,41
0:5:11.67000007629394531250 ,41
0:5:12.35999965667724609375 ,41
0:5:13.03999996185302734375 ,43
0:5:13.72500038146972656250 ,41
0:5:14.40999984741210937500 ,44
0:5:15.10999965667724609375 ,45
0:5:15.83498954772949218750 ,45
0:5:16.57500076293945312500 ,45
0:5:17.33498954772949218750 ,45
0:5:18.10499954223632812500 ,44
0:5:18.87000083923339843750 ,42
0:5:19.62999916076660156250 ,42
0:5:20.37000083923339843750 ,41
0:5:21.08498954772949218750 ,41
0:5:21.79000091552734375000 ,41
0:5:22.48999977111816406250 ,41
0:5:23.18499946594238281250 ,41
0:5:23.87999916076660156250 ,41
0:5:24.57500076293945312500 ,41
0:5:25.26499938964843750000 ,42
0:5:25.96500015258789062500 ,42
0:5:26.66500091552734375000 ,42
0:5:27.37000083923339843750 ,44
0:5:28.10000038146972656250 ,43
0:5:28.82999992370605468750 ,44
0:5:29.58498954772949218750 ,44
0:5:30.33498954772949218750 ,43
0:5:31.08498954772949218750 ,42
0:5:31.81999969482421875000 ,42
0:5:32.55500030517578125000 ,40
0:5:33.27999877929687500000 ,39
0:5:33.99499893188476562500 ,39
0:5:34.69499969482421875000 ,39
0:5:35.36500167846679687500 ,39
0:5:36.02000045776367187500 ,39
0:5:36.68500137329101562500 ,45
0:5:37.38000106811523437500 ,45
0:5:38.09000015258789062500 ,45
0:5:38.81999969482421875000 ,45
0:5:39.56999969482421875000 ,45
0:5:40.33000183105468750000 ,45
0:5:41.09000015258789062500 ,45
0:5:41.86500167846679687500 ,44
0:5:42.62500000000000000000 ,43
0:5:43.38499832153320312500 ,43
0:5:44.13499832153320312500 ,43
0:5:44.87500000000000000000 ,43
0:5:45.60499954223632812500 ,43
0:5:46.32500076293945312500 ,42
0:5:47.05500030517578125000 ,42
0:5:47.77999877929687500000 ,42
0:5:48.49499893188476562500 ,42
0:5:49.20500183105468750000 ,44
0:5:49.96500015258789062500 ,43
0:5:50.75000000000000000000 ,43
0:5:51.52000045776367187500 ,42
0:5:52.26499938964843750000 ,41
0:5:52.99000167846679687500 ,40
0:5:53.69499969482421875000 ,39
0:5:54.38000106811523437500 ,39
0:5:55.05500030517578125000 ,39
0:5:55.70999908447265625000 ,39
0:5:56.36500167846679687500 ,46
0:5:57.04499816894531250000 ,48
0:5:57.77500152587890625000 ,51
0:5:58.54999923706054687500 ,54
0:5:59.36000061035156250000 ,52
0:6:0.22499999403953552246 ,50
0:6:1.12999999523162841797 ,50
0:6:2.02999997138977050781 ,50
0:6:2.90000009536743164062 ,50
0:6:3.73499989509582519531 ,50
0:6:4.55000019073486328125 ,48
0:6:6.07000017166137695312 ,42
0:6:6.77500009536743164062 ,42
0:6:7.47499990463256835938 ,42
0:6:8.18500041961669921875 ,42
0:6:8.89500045776367187500 ,46
0:6:9.62500000000000000000 ,43
0:6:10.35000038146972656250 ,46
0:6:11.08500003814697265625 ,44
0:6:11.82499980926513671875 ,45
0:6:12.59500026702880859375 ,45
0:6:13.36999988555908203125 ,44
0:6:14.14000034332275390625 ,44
0:6:14.90499973297119140625 ,44
0:6:15.64500045776367187500 ,44
0:6:16.38999938964843750000 ,44
0:6:17.12999916076660156250 ,43
0:6:17.87500000000000000000 ,42
0:6:18.61000061035156250000 ,42
0:6:19.34000015258789062500 ,42
0:6:20.04999923706054687500 ,41
0:6:20.75499916076660156250 ,41
0:6:21.45499992370605468750 ,41
0:6:22.14500045776367187500 ,41
0:6:22.84000015258789062500 ,44
0:6:23.54999923706054687500 ,46
0:6:24.27000045776367187500 ,47
0:6:25.01499938964843750000 ,46
0:6:25.79000091552734375000 ,46
0:6:26.59499931335449218750 ,46
0:6:27.38999938964843750000 ,43
0:6:28.17000007629394531250 ,43
0:6:28.94000053405761718750 ,42
0:6:29.67000007629394531250 ,41
0:6:30.39500045776367187500 ,41
0:6:31.10000038146972656250 ,41
0:6:31.79500007629394531250 ,41
0:6:32.47499847412109375000 ,40
0:6:33.15999984741210937500 ,40
0:6:33.84500122070312500000 ,40
0:6:34.52500152587890625000 ,40
0:6:35.20000076293945312500 ,40
0:6:35.86999893188476562500 ,39
0:6:36.54000091552734375000 ,39
0:6:37.20000076293945312500 ,39
0:6:37.86999893188476562500 ,39
0:6:38.52000045776367187500 ,39
0:6:39.17499923706054687500 ,48
0:6:39.84999847412109375000 ,48
0:6:40.58499908447265625000 ,48
0:6:41.39500045776367187500 ,48
0:6:42.20000076293945312500 ,48
0:6:43.02500152587890625000 ,45
0:6:43.83499908447265625000 ,44
0:6:44.63000106811523437500 ,43
0:6:45.39500045776367187500 ,42
0:6:46.13499832153320312500 ,42
0:6:46.85499954223632812500 ,42
0:6:47.56000137329101562500 ,42
0:6:48.25500106811523437500 ,42
0:6:48.95500183105468750000 ,42
0:6:49.66500091552734375000 ,42
0:6:50.38499832153320312500 ,38
0:6:51.06999969482421875000 ,37
0:6:51.73500061035156250000 ,37
0:6:52.37500000000000000000 ,37
0:6:52.99499893188476562500 ,37
0:6:53.61999893188476562500 ,37
0:6:54.25000000000000000000 ,48
0:6:54.90499877929687500000 ,48
0:6:55.61500167846679687500 ,51
0:6:56.42499923706054687500 ,57
0:6:57.27999877929687500000 ,54
0:6:58.18999862670898437500 ,50
0:6:59.14500045776367187500 ,50
0:7:0.10499999672174453735 ,48
0:7:1.00999999046325683594 ,46
0:7:1.85500001907348632812 ,44
0:7:2.66000008583068847656 ,43
0:7:3.43000006675720214844 ,42
0:7:4.17500019073486328125 ,41
0:7:4.89499998092651367188 ,41
0:7:5.59499979019165039062 ,41
0:7:6.28499984741210937500 ,41
0:7:6.96999979019165039062 ,41
0:7:7.65500020980834960938 ,41
0:7:8.35000038146972656250 ,43
0:7:9.05500030517578125000 ,42
0:7:9.77499961853027343750 ,42
0:7:10.50000000000000000000 ,42
0:7:11.22500038146972656250 ,42
0:7:11.93999958038330078125 ,42
0:7:12.64000034332275390625 ,42
0:7:13.33500003814697265625 ,42
0:7:14.03499984741210937500 ,42
0:7:14.73999977111816406250 ,41
0:7:15.44999980926513671875 ,40
0:7:16.15500068664550781250 ,40
0:7:16.84499931335449218750 ,39
0:7:17.52499961853027343750 ,39
0:7:18.20000076293945312500 ,39
0:7:18.86000061035156250000 ,39
0:7:19.52000045776367187500 ,43
0:7:20.21999931335449218750 ,43
0:7:20.94499969482421875000 ,43
0:7:21.69000053405761718750 ,42
0:7:22.42000007629394531250 ,41
0:7:23.15999984741210937500 ,41
0:7:23.89500045776367187500 ,40
0:7:24.61499977111816406250 ,40
0:7:25.32999992370605468750 ,40
0:7:26.02000045776367187500 ,40
0:7:26.70000076293945312500 ,39
0:7:27.37000083923339843750 ,39
0:7:28.04999923706054687500 ,39
0:7:28.71999931335449218750 ,39
0:7:29.37500000000000000000 ,39
0:7:30.03499984741210937500 ,38
0:7:30.69499969482421875000 ,37
0:7:31.35499954223632812500 ,37
0:7:32.00500106811523437500 ,37
0:7:32.63999938964843750000 ,37
0:7:33.26499938964843750000 ,37
0:7:33.88999938964843750000 ,42
0:7:34.52999877929687500000 ,42
0:7:35.18500137329101562500 ,42
0:7:35.85499954223632812500 ,42
0:7:36.55500030517578125000 ,42
0:7:37.25999832153320312500 ,42
0:7:37.97999954223632812500 ,41
0:7:38.69499969482421875000 ,41
0:7:39.38999938964843750000 ,41
0:7:40.07500076293945312500 ,41
0:7:40.75999832153320312500 ,41
0:7:41.45500183105468750000 ,41
0:7:42.14500045776367187500 ,41
0:7:42.85499954223632812500 ,41
0:7:43.56499862670898437500 ,39
0:7:44.25000000000000000000 ,39
0:7:44.91500091552734375000 ,39
0:7:45.56499862670898437500 ,39
0:7:46.19499969482421875000 ,40
0:7:46.84500122070312500000 ,39
0:7:47.49499893188476562500 ,39
0:7:48.18000030517578125000 ,39
0:7:48.85499954223632812500 ,39
0:7:49.52000045776367187500 ,37
0:7:50.16999816894531250000 ,36
0:7:50.79999923706054687500 ,36
0:7:51.40999984741210937500 ,36
0:7:52.01499938964843750000 ,36
0:7:52.61500167846679687500 ,36
0:7:53.21500015258789062500 ,36
0:7:53.82500076293945312500 ,40
0:7:54.47499847412109375000 ,42
0:7:55.15499877929687500000 ,41
0:7:55.86000061035156250000 ,41
0:7:56.56499862670898437500 ,41
0:7:57.25999832153320312500 ,41
0:7:57.95500183105468750000 ,41
0:7:58.65999984741210937500 ,41
0:7:59.36500167846679687500 ,41
0:8:0.05999999865889549255 ,39
0:8:0.74500000476837158203 ,38
0:8:1.40499997138977050781 ,38
0:8:2.04500007629394531250 ,38
0:8:2.66000008583068847656 ,42
0:8:3.30999994277954101562 ,42
0:8:4.01499986648559570312 ,42
0:8:4.72499990463256835938 ,41
0:8:5.42999982833862304688 ,40
0:8:6.13000011444091796875 ,40
0:8:6.81500005722045898438 ,40
0:8:7.48999977111816406250 ,40
0:8:8.16499996185302734375 ,40
0:8:8.83500003814697265625 ,42
0:8:9.52000045776367187500 ,41
0:8:10.21000003814697265625 ,42
0:8:10.90999984741210937500 ,42
0:8:11.63000011444091796875 ,41
0:8:12.34000015258789062500 ,41
0:8:13.04500007629394531250 ,41
0:8:13.73999977111816406250 ,41
0:8:14.42500019073486328125 ,41
0:8:15.11999988555908203125 ,41
0:8:15.81499958038330078125 ,42
0:8:16.51499938964843750000 ,42
0:8:17.22500038146972656250 ,42
0:8:17.93499946594238281250 ,42
0:8:18.64500045776367187500 ,42
0:8:19.35000038146972656250 ,42
0:8:20.06500053405761718750 ,42
0:8:20.78000068664550781250 ,48
0:8:21.53000068664550781250 ,45
0:8:22.27000045776367187500 ,47
0:8:23.05999946594238281250 ,47
0:8:23.86499977111816406250 ,47
0:8:24.67499923706054687500 ,46
0:8:25.46500015258789062500 ,45
0:8:26.25000000000000000000 ,43
0:8:27.02000045776367187500 ,43
0:8:27.77000045776367187500 ,43
0:8:28.49500083923339843750 ,43
0:8:29.21999931335449218750 ,43
0:8:29.94000053405761718750 ,43
0:8:30.66500091552734375000 ,43
0:8:31.37999916076660156250 ,44
0:8:32.13000106811523437500 ,44
0:8:32.86500167846679687500 ,44
0:8:33.59999847412109375000 ,44
0:8:34.33499908447265625000 ,44
0:8:35.08000183105468750000 ,44
0:8:35.80500030517578125000 ,46
0:8:36.55500030517578125000 ,45
0:8:37.29000091552734375000 ,45
0:8:38.04999160766601562500 ,45
0:8:38.84000015258789062500 ,45
0:8:39.62500000000000000000 ,44
0:8:40.40499877929687500000 ,44
0:8:41.16999053955078125000 ,44
0:8:41.91999053955078125000 ,44
0:8:42.65499877929687500000 ,44
0:8:43.40000152587890625000 ,44
0:8:44.14500045776367187500 ,43
0:8:44.88999938964843750000 ,43
0:8:45.63000106811523437500 ,43
0:8:46.36500167846679687500 ,43
0:8:47.09500122070312500000 ,43
0:8:47.81499862670898437500 ,43
0:8:48.52500152587890625000 ,48
0:8:49.24499893188476562500 ,43
0:8:49.97000122070312500000 ,48
0:8:50.71500015258789062500 ,48
0:8:51.52000045776367187500 ,48
0:8:52.33000183105468750000 ,48
0:8:53.15000152587890625000 ,45
0:8:53.95500183105468750000 ,45
0:8:54.72999954223632812500 ,45
0:8:55.49499893188476562500 ,45
0:8:56.24000167846679687500 ,46
0:8:56.99000167846679687500 ,45
0:8:57.74499893188476562500 ,46
0:8:58.52000045776367187500 ,46
0:8:59.31000137329101562500 ,43
0:9:0.08500000089406967163 ,43
0:9:0.85000002384185791016 ,43
0:9:1.58000004291534423828 ,43
0:9:2.30500006675720214844 ,43
0:9:3.02999997138977050781 ,43
0:9:3.76999998092651367188 ,44
0:9:4.50000000000000000000 ,45
0:9:5.26000022888183593750 ,45
0:9:6.03000020980834960938 ,44
0:9:6.79499006271362304688 ,45
0:9:7.57000017166137695312 ,44
0:9:8.32999992370605468750 ,44
0:9:9.07499980926513671875 ,43
0:9:9.81999969482421875000 ,42
0:9:10.55000019073486328125 ,43
0:9:11.28499984741210937500 ,42
0:9:12.01500034332275390625 ,42
0:9:12.72999954223632812500 ,42
0:9:13.44499969482421875000 ,47
0:9:14.18999958038330078125 ,44
0:9:14.93500041961669921875 ,44
0:9:15.71500015258789062500 ,43
0:9:16.53000068664550781250 ,43
0:9:17.31999969482421875000 ,41
0:9:18.09499931335449218750 ,39
0:9:18.84000015258789062500 ,39
0:9:19.55999946594238281250 ,39
0:9:20.24500083923339843750 ,39
0:9:20.90999984741210937500 ,39
0:9:21.57500076293945312500 ,42
0:9:22.25000000000000000000 ,42
0:9:22.94000053405761718750 ,42
0:9:23.63999938964843750000 ,42
0:9:24.35499954223632812500 ,42
0:9:25.06500053405761718750 ,42
0:9:25.77000045776367187500 ,42
0:9:26.48500061035156250000 ,44
0:9:27.20499992370605468750 ,44
0:9:27.93499946594238281250 ,45
0:9:28.65500068664550781250 ,45
0:9:29.37000083923339843750 ,45
0:9:30.10000038146972656250 ,45
0:9:30.83499908447265625000 ,45
0:9:31.58499908447265625000 ,45
0:9:32.34500122070312500000 ,45
0:9:33.09999847412109375000 ,45
0:9:33.86000061035156250000 ,45
0:9:34.63499832153320312500 ,45
0:9:35.40499877929687500000 ,45
0:9:36.16999053955078125000 ,45
0:9:36.92499923706054687500 ,43
0:9:37.68500137329101562500 ,43
0:9:38.41500091552734375000 ,43
0:9:39.16999053955078125000 ,43
0:9:39.89500045776367187500 ,41
0:9:40.61500167846679687500 ,41
0:9:41.29999923706054687500 ,40
0:9:41.99000167846679687500 ,40
0:9:42.65499877929687500000 ,40
0:9:43.33000183105468750000 ,40
